,trace_name,original_trace_name
45,"bucket89$871,:3,:6000",FRAN.9F_20180115001730_NO
46,"bucket89$935,:3,:6000",FRAN.9F_20180115063448_NO
47,"bucket90$450,:3,:6000",GAL1.GB_20180115122942_NO
48,"bucket90$455,:3,:6000",GAL1.GB_20180115133200_NO
49,"bucket90$456,:3,:6000",GAL1.GB_20180115135054_NO
50,"bucket94$972,:3,:6000",GO07.C_20180115042457_NO
51,"bucket95$222,:3,:6000",GO09.C_20180115043548_NO
52,"bucket95$351,:3,:6000",GOBB.CN_20180115003418_NO
53,"bucket95$387,:3,:6000",GOBB.CN_20180115022206_NO
54,"bucket97$798,:3,:6000",GREG.5H_20180115033906_NO
55,"bucket96$90,:3,:6000",GREG.5H_20180115154748_NO
56,"bucket96$1015,:3,:6000",GUVIX.BC_20180115043712_NO
57,"bucket99$624,:3,:6000",HAL.CN_20180115170448_NO
58,"bucket97$999,:3,:6000",HASLI.CH_20180115004036_NO
59,"bucket99$787,:3,:6000",HASLI.CH_20180115085818_NO
60,"bucket101$941,:3,:6000",HEC.CI_20180115003706_NO
61,"bucket101$975,:3,:6000",HEC.CI_20180115051212_NO
62,"bucket101$1000,:3,:6000",HEC.CI_20180115093112_NO
63,"bucket102$255,:3,:6000",HG1B.CN_20180115011948_NO
64,"bucket102$321,:3,:6000",HG1B.CN_20180115052448_NO
65,"bucket102$414,:3,:6000",HHAR.AG_20180115154130_NO
66,"bucket118$198,:3,:6000",HOLB.CN_20180115021630_NO
67,"bucket103$697,:3,:6000",HSSD.HV_20180115020930_NO
68,"bucket108$737,:3,:6000",ICEZ.2H_20180115000206_NO
69,"bucket106$137,:3,:6000",ICEZ.2H_20180115002512_NO
70,"bucket108$740,:3,:6000",ICEZ.2H_20180115004654_NO
71,"bucket106$172,:3,:6000",ICEZ.2H_20180115014130_NO
72,"bucket106$193,:3,:6000",ICEZ.2H_20180115021754_NO
73,"bucket106$195,:3,:6000",ICEZ.2H_20180115022124_NO
74,"bucket106$200,:3,:6000",ICEZ.2H_20180115023606_NO
75,"bucket108$743,:3,:6000",ICEZ.2H_20180115023648_NO
76,"bucket106$204,:3,:6000",ICEZ.2H_20180115024142_NO
77,"bucket106$215,:3,:6000",ICEZ.2H_20180115030612_NO
78,"bucket106$220,:3,:6000",ICEZ.2H_20180115031106_NO
79,"bucket106$227,:3,:6000",ICEZ.2H_20180115032918_NO
80,"bucket106$447,:3,:6000",IKP.CI_20180115043548_NO
81,"bucket106$449,:3,:6000",IKP.CI_20180115043918_NO
82,"bucket106$468,:3,:6000",ILNE.AV_20180115001400_NO
83,"bucket106$481,:3,:6000",ILNE.AV_20180115003130_NO
84,"bucket106$517,:3,:6000",ILNE.AV_20180115012112_NO
85,"bucket106$559,:3,:6000",ILNE.AV_20180115021424_NO
86,"bucket106$800,:3,:6000",IMW.IW_20180115065836_NO
87,"bucket106$855,:3,:6000",IMW.IW_20180115115730_NO
88,"bucket107$573,:3,:6000",IWEX.EI_20180115142348_NO
89,"bucket120$28,:3,:6000",KCG.AV_20180115055330_NO
90,"bucket120$48,:3,:6000",KCG.AV_20180115113630_NO
91,"bucket120$636,:3,:6000",KIAG.AK_20180115031436_NO
92,"bucket120$641,:3,:6000",KIAG.AK_20180115032012_NO
93,"bucket120$656,:3,:6000",KIAG.AK_20180115040748_NO
94,"bucket138$40,:3,:6000",KIAG.AK_20180115045936_NO
95,"bucket124$492,:3,:6000",LABE.9F_20180115010548_NO
96,"bucket126$988,:3,:6000",LIT.HT_20180116112253_NO
97,"bucket127$206,:3,:6000",LL05.C1_20180115022454_NO
98,"bucket129$787,:3,:6000",LMN.CN_20180115200236_NO
99,"bucket130$898,:3,:6000",LSA.IC_20180115101148_NO
100,"bucket138$595,:3,:6000",LSA.IC_20180115101930_NO
101,"bucket130$950,:3,:6000",LSA.IC_20180115161012_NO
102,"bucket132$284,:3,:6000",MABG.AU_20180115053848_NO
103,"bucket132$293,:3,:6000",MABG.AU_20180115055742_NO
104,"bucket132$534,:3,:6000",MAJO.IU_20180115151042_NO
105,"bucket132$553,:3,:6000",MAJO.IU_20180115201224_NO
106,"bucket132$573,:3,:6000",MAJO.IU_20180116015900_NO
107,"bucket133$580,:3,:6000",MB07.TX_20200315020930_NO
108,"bucket139$49,:3,:6000",MENT.AT_20180115001030_NO
109,"bucket139$187,:3,:6000",MENT.AT_20180115040748_NO
110,"bucket139$190,:3,:6000",MENT.AT_20180115041036_NO
111,"bucket148$102,:3,:6000",MIDW.IU_20180116145403_NO
112,"bucket148$447,:3,:6000",MPK.NN_201706231151_NO
113,"bucket148$798,:3,:6000",MVU.LB_20180115110748_NO
114,"bucket158$997,:3,:6000",OK032.GS_20180115043506_NO
115,"bucket168$43,:3,:6000",OK052.GS_20180116192900_NO
116,"bucket161$682,:3,:6000",ORIO.CN_20180115004818_NO
117,"bucket163$12,:3,:6000",PAGB.NC_200910021231_NO
118,"bucket164$13,:3,:6000",PASC.CI_20180115032136_NO
119,"bucket164$114,:3,:6000",PASC.CI_20180115091754_NO
120,"bucket168$469,:3,:6000",PASC.CI_20180115121748_NO
121,"bucket178$288,:3,:6000",PB30.TX_20200330221454_NO
122,"bucket178$323,:3,:6000",PB30.TX_20200331113836_NO
123,"bucket178$324,:3,:6000",PB30.TX_20200331123642_NO
124,"bucket181$296,:3,:6000",PETY.BK_201712180514_NO
125,"bucket183$564,:3,:6000",PIX.BC_20180116000454_NO
126,"bucket183$890,:3,:6000",PLCA.GT_20180116071318_NO
127,"bucket183$893,:3,:6000",PLCA.GT_20180116132048_NO
128,"bucket183$955,:3,:6000",PLID.IW_20180116165254_NO
129,"bucket184$695,:3,:6000",PMNB.BL_20180115120430_NO
130,"bucket184$709,:3,:6000",PMNB.BL_20180115140454_NO
131,"bucket188$681,:3,:6000",POGA.AF_20180116101806_NO
132,"bucket189$100,:3,:6000",PSAD3.AU_20180115050018_NO
133,"bucket189$733,:3,:6000",PULU.EC_20180115100242_NO
134,"bucket190$41,:3,:6000",PUYO.EC_20180115170200_NO
135,"bucket190$627,:3,:6000",RAG.AK_20180115003542_NO
136,"bucket190$669,:3,:6000",RAG.AK_20180115120636_NO
137,"bucket190$839,:3,:6000",RAO.IU_20180116031024_NO
138,"bucket191$159,:3,:6000",RCHB.BE_20180115131018_NO
139,"bucket191$478,:3,:6000",RDJH.AV_20180116200030_NO
140,"bucket191$880,:3,:6000",RDWB.AV_20180115055536_NO
141,"bucket191$936,:3,:6000",RDWB.AV_20180115141154_NO
142,"bucket197$668,:3,:6000",RED.AV_20180115091218_NO
143,"bucket192$123,:3,:6000",RED.AV_20180115133118_NO
144,"bucket192$125,:3,:6000",RED.AV_20180115141154_NO
145,"bucket197$670,:3,:6000",RED.AV_20180115141648_NO
146,"bucket192$132,:3,:6000",RED.AV_20180115152030_NO
147,"bucket192$138,:3,:6000",RED.AV_20180115162948_NO
148,"bucket197$671,:3,:6000",RED.AV_20180115170736_NO
149,"bucket199$297,:3,:6000",RED.AV_20180115180954_NO
150,"bucket192$155,:3,:6000",RED.AV_20180115182642_NO
151,"bucket192$158,:3,:6000",RED.AV_20180115190800_NO
152,"bucket199$300,:3,:6000",RED.AV_20180115203818_NO
153,"bucket192$170,:3,:6000",RED.AV_20180115211442_NO
154,"bucket192$175,:3,:6000",RED.AV_20180115231054_NO
155,"bucket199$470,:3,:6000",RMX.BC_20180115132748_NO
156,"bucket194$755,:3,:6000",SAKN.CN_20180115114330_NO
157,"bucket194$821,:3,:6000",SAKN.CN_20180115150712_NO
158,"bucket194$836,:3,:6000",SAKN.CN_20180115154748_NO
159,"bucket195$101,:3,:6000",SBA.IU_20180115235349_NO
160,"bucket198$318,:3,:6000",SDDR.CU_20180115111448_NO
161,"bucket198$403,:3,:6000",SDDR.CU_20180116090724_NO
162,"bucket198$413,:3,:6000",SDDR.CU_20180116103700_NO
163,"bucket200$735,:3,:6000",SHO.CI_20180115183342_NO
164,"bucket200$759,:3,:6000",SHO.CI_20180115194754_NO
165,"bucket200$771,:3,:6000",SHO.CI_20180115204148_NO
166,"bucket202$661,:3,:6000",SLEB.CN_20180115171600_NO
167,"bucket202$739,:3,:6000",SLOR.EC_20180115032917_NO
168,"bucket202$1016,:3,:6000",SMCO.IW_20180115054424_NO
169,"bucket203$142,:3,:6000",SMM.CI_20180115023854_NO
170,"bucket208$400,:3,:6000",SN03.NC_201408290903_NO
171,"bucket203$830,:3,:6000",SN04.NC_201409070844_NO
172,"bucket204$686,:3,:6000",SNB.CN_20180115003418_NO
173,"bucket206$654,:3,:6000",SWS.CI_20180115175224_NO
174,"bucket207$222,:3,:6000",TAG.GL_20180115024224_NO
175,"bucket207$408,:3,:6000",TARG.KC_20180115003048_NO
176,"bucket207$414,:3,:6000",TARG.KC_20180115011124_NO
177,"bucket208$892,:3,:6000",TARG.KC_20180115012154_NO
178,"bucket208$894,:3,:6000",TARG.KC_20180115015036_NO
179,"bucket207$458,:3,:6000",TARG.KC_20180115055042_NO
180,"bucket207$799,:3,:6000",TEBE.AF_20180115000906_NO
181,"bucket212$374,:3,:6000",TTA.AT_20180115041942_NO
182,"bucket213$6,:3,:6000",TULM.EC_20180115055206_NO
183,"bucket213$209,:3,:6000",TX11.IM_20180115082442_NO
184,"bucket213$386,:3,:6000",U40A.AG_20180115011124_NO
185,"bucket214$244,:3,:6000",VA01.C1_20180115035842_NO
186,"bucket214$472,:3,:6000",VA05.C1_20180115045606_NO
187,"bucket214$713,:3,:6000",VA06.C1_20180115031354_NO
188,"bucket216$301,:3,:6000",VCES.EC_20180115074818_NO
189,"bucket216$440,:3,:6000",VES.CI_20180115022248_NO
190,"bucket218$989,:3,:6000",VOG.CI_20180116064354_NO
191,"bucket228$31,:3,:6000",VTX.BC_20180115001400_NO
192,"bucket220$889,:3,:6000",VTX.BC_20180115035842_NO
193,"bucket220$890,:3,:6000",VTX.BC_20180115035924_NO
194,"bucket220$955,:3,:6000",VTX.BC_20180115061636_NO
195,"bucket220$973,:3,:6000",VTX.BC_20180115065424_NO
196,"bucket220$1003,:3,:6000",VTX.BC_20180115080548_NO
197,"bucket220$1018,:3,:6000",VTX.BC_20180115082648_NO
198,"bucket222$253,:3,:6000",WB2.AU_20180115023442_NO
199,"bucket222$821,:3,:6000",WEBT.AV_20180115131306_NO
200,"bucket223$949,:3,:6000",WHAR.AG_20180115154212_NO
201,"bucket224$46,:3,:6000",WHAT2.9F_20180115001730_NO
202,"bucket224$209,:3,:6000",WHAT2.9F_20180116105512_NO
203,"bucket226$62,:3,:6000",WRKA.AU_20180116023854_NO
204,"bucket228$787,:3,:6000",XAN.IC_20180115074448_NO
205,"bucket226$725,:3,:6000",XAN.IC_20180115084048_NO
206,"bucket226$736,:3,:6000",XAN.IC_20180115093318_NO
207,"bucket229$201,:3,:6000",YUK5.CN_20180115021712_NO
