,trace_name,original_trace_name
44,"bucket585$626,:3,:6000",CAST.AK_20180101095744_EV
45,"bucket590$440,:3,:6000",CCB.AK_20101207131129_EV
46,"bucket592$286,:3,:6000",CCB.AK_20120917182655_EV
47,"bucket600$929,:3,:6000",CHN.AK_20180624210354_EV
48,"bucket610$890,:3,:6000",CNP.AK_20160124113724_EV
49,"bucket623$943,:3,:6000",CRR.CI_20160209131304_EV
50,"bucket626$2,:3,:6000",CRY.AZ_20131018041744_EV
51,"bucket629$863,:3,:6000",CRY.AZ_20160611023722_EV
52,"bucket632$1016,:3,:6000",CTC.NN_20160109005013_EV
53,"bucket633$915,:3,:6000",CTC.NN_20180112094417_EV
54,"bucket642$420,:3,:6000",CVS.BK_20140824154346_EV
55,"bucket642$427,:3,:6000",CVS.BK_20140824171903_EV
56,"bucket654$400,:3,:6000",DHY.AK_20111203055219_EV
57,"bucket654$1013,:3,:6000",DHY.AK_20121004091821_EV
58,"bucket655$371,:3,:6000",DHY.AK_20161226115530_EV
59,"bucket663$942,:3,:6000",DOM.SN_20121212010038_EV
60,"bucket677$259,:3,:6000",DOM.SN_20130702110701_EV
61,"bucket671$657,:3,:6000",DPP.CI_20160927043934_EV
62,"bucket672$6,:3,:6000",DRE.CI_20100507000158_EV
63,"bucket674$389,:3,:6000",DSP.NN_20180317115901_EV
64,"bucket684$465,:3,:6000",EVGI.HT_20140203044805_EV
65,"bucket692$738,:3,:6000",FNO.OK_20140415123730_EV
66,"bucket693$36,:3,:6000",FNO.OK_20150324153214_EV
67,"bucket695$840,:3,:6000",FRD.AZ_20160227180837_EV
68,"bucket702$821,:3,:6000",GASB.BK_20150405162113_EV
69,"bucket790$142,:3,:6000",GHO.AK_20120406104823_EV
70,"bucket790$439,:3,:6000",GHO.AK_20170802111104_EV
71,"bucket787$773,:3,:6000",GLA.CI_20140204132156_EV
72,"bucket793$358,:3,:6000",GO01.C_20140404043502_EV
73,"bucket793$535,:3,:6000",GO01.C_20140611020542_EV
74,"bucket794$397,:3,:6000",GO03.C_20130130093323_EV
75,"bucket806$61,:3,:6000",HEL.SN_20150214023334_EV
76,"bucket807$649,:3,:6000",HHAR.AG_20140506060846_EV
77,"bucket817$549,:3,:6000",HLPD.HV_20160930224517_EV
78,"bucket817$871,:3,:6000",HSSD.HV_20150519110204_EV
79,"bucket821$456,:3,:6000",HSSD.HV_20160506120124_EV
80,"bucket830$1002,:3,:6000",JEM.CI_20100623221759_EV
81,"bucket832$711,:3,:6000",JIS.AK_20111106044355_EV
82,"bucket836$344,:3,:6000",JTH.CI_20181109144540_EV
83,"bucket839$98,:3,:6000",KAHG.AV_20170909012004_EV
84,"bucket848$591,:3,:6000",KAN09.GS_20141031112317_EV
85,"bucket860$31,:3,:6000",KCC.BK_20070905134751_EV
86,"bucket872$145,:3,:6000",KNK.AK_20180222153141_EV
87,"bucket881$1018,:3,:6000",KTH.AK_20170107040509_EV
88,"bucket897$128,:3,:6000",KTH.AK_20170207201255_EV
89,"bucket884$470,:3,:6000",KVN.NN_20130524074642_EV
90,"bucket888$469,:3,:6000",LAKA.HA_20080610230558_EV
91,"bucket895$755,:3,:6000",LHV.NN_20160110062138_EV
92,"bucket917$0,:3,:6000",LHV.NN_20161231110258_EV
93,"bucket899$49,:3,:6000",LHV.NN_20161231233358_EV
94,"bucket901$714,:3,:6000",LHV.NN_20170317030808_EV
95,"bucket902$203,:3,:6000",LHV.NN_20170420033739_EV
96,"bucket907$283,:3,:6000",LPC.CI_20120803014653_EV
97,"bucket917$602,:3,:6000",LVA.AV_20171107163507_EV
98,"bucket914$273,:3,:6000",M22K.TA_20151007224849_EV
99,"bucket925$727,:3,:6000",MDM.AK_20180104053704_EV
100,"bucket928$615,:3,:6000",MK31.IM_20120626110706_EV
101,"bucket933$587,:3,:6000",MLOD.HV_20151016060324_EV
102,"bucket934$44,:3,:6000",MLOD.HV_20170218201810_EV
103,"bucket938$8,:3,:6000",MNAT.AV_20150506022943_EV
104,"bucket946$189,:3,:6000",MONP2.AZ_20100422173600_EV
105,"bucket948$657,:3,:6000",MPK.NN_20150507064736_EV
106,"bucket950$837,:3,:6000",MPK.NN_20151223062815_EV
107,"bucket949$576,:3,:6000",MPK.NN_20170829032859_EV
108,"bucket959$223,:3,:6000",N13A.TA_20080223063617_EV
109,"bucket970$591,:3,:6000",NIKH.AK_20120602202822_EV
110,"bucket969$280,:3,:6000",NV31.IM_20110522113810_EV
111,"bucket974$9,:3,:6000",NV31.IM_20180729124425_EV
112,"bucket980$964,:3,:6000",OGAG.FR_20150411053312_EV
113,"bucket983$925,:3,:6000",OK031.GS_20171110065349_EV
114,"bucket989$375,:3,:6000",OKCE.AV_20181004122310_EV
115,"bucket991$109,:3,:6000",OMMB.NN_20140118220918_EV
116,"bucket992$448,:3,:6000",OMMB.NN_20140707113409_EV
117,"bucket1003$654,:3,:6000",P29M.TA_20170504155326_EV
118,"bucket1012$153,:3,:6000",PAIG.HT_20090811023435_EV
119,"bucket1028$777,:3,:6000",PMR.AT_20101008203223_EV
120,"bucket1039$117,:3,:6000",PMR.AT_20111027110931_EV
121,"bucket1037$688,:3,:6000",PMR.AT_20140311230728_EV
122,"bucket1038$64,:3,:6000",PNT.NN_20180112093956_EV
123,"bucket1042$279,:3,:6000",PPLA.AK_20141018053731_EV
124,"bucket1051$32,:3,:6000",Q19K.TA_20170909011954_EV
125,"bucket1056$487,:3,:6000",RC01.AK_20041108062138_EV
126,"bucket1061$878,:3,:6000",RC01.AK_20180310162930_EV
127,"bucket1063$423,:3,:6000",RDM.AZ_20100514045551_EV
128,"bucket1086$674,:3,:6000",RYN.NN_20161228102623_EV
129,"bucket1092$678,:3,:6000",SAO.BK_20120208100048_EV
130,"bucket1103$20,:3,:6000",SCM.AK_20161111225731_EV
131,"bucket1111$269,:3,:6000",SFX.BC_20151113171729_EV
132,"bucket1111$379,:3,:6000",SGL.CI_20150209011251_EV
133,"bucket1138$53,:3,:6000",SKN.AK_20161115233251_EV
134,"bucket1120$990,:3,:6000",SKN.AK_20161130040229_EV
135,"bucket1122$111,:3,:6000",SKN.AK_20171001001707_EV
136,"bucket1138$216,:3,:6000",SKN.AK_20181130221353_EV
137,"bucket1137$517,:3,:6000",SPCP.AV_20180312203301_EV
138,"bucket1139$567,:3,:6000",SRV3.NN_20120103065002_EV
139,"bucket1143$169,:3,:6000",SSN.AK_20180317211441_EV
140,"bucket1156$1010,:3,:6000",TBLG.GO_20120330234031_EV
141,"bucket1159$932,:3,:6000",TCRU.UU_20140128162038_EV
142,"bucket1171$432,:3,:6000",TRF.AK_20120331100254_EV
143,"bucket1193$872,:3,:6000",VES.CI_20140909181823_EV
144,"bucket1203$671,:3,:6000",WAT2.AK_20121211184241_EV
145,"bucket1209$744,:3,:6000",WBS.CI_20120927083654_EV
146,"bucket1218$1012,:3,:6000",WRH.AK_20121205040013_EV
147,"bucket1234$54,:3,:6000",WVA.NN_20020518064450_EV
148,"bucket1234$426,:3,:6000",YER.NN_20140130123116_EV
