,trace_name,original_trace_name
45,"bucket0$378,:3,:25203",2020wmhtqw_8D.LULY1.
46,"bucket0$380,:3,:25085",2020wmhtqw_CH.MESRY.
47,"bucket1$211,:3,:31310",2020wmhtqw_CH.SMAO.
48,"bucket0$384,:3,:24956",2020wmhtqw_CH.ILLEZ.
49,"bucket0$385,:3,:24893",2020wmhtqw_CH.SALAN.
50,"bucket1$301,:3,:31019",2020wfjqus_CH.SVIO.
51,"bucket1$312,:3,:30001",2020wfjqus_CH.STAF.
52,"bucket1$319,:3,:30001",2020wfjqus_CH.SNTZ.
53,"bucket0$531,:3,:26177",2020wfjqus_CH.FIESA.
54,"bucket0$577,:3,:24339",2020wcovjf_CH.DIX.
55,"bucket1$393,:3,:30001",2020wcoepg_CH.SAYF2.
56,"bucket0$764,:3,:24001",2020vjqzkj_CH.DAVOX.
57,"bucket1$584,:3,:30001",2020vgdwyo_CH.SVAM.
58,"bucket0$1005,:3,:25491",2020veghra_CH.FUSIO.
59,"bucket0$1007,:3,:24753",2020veghra_CH.WGT.
60,"bucket0$1008,:3,:24635",2020veghra_CH.PLONS.
61,"bucket0$1009,:3,:24373",2020veghra_CH.LLS.
62,"bucket1$650,:3,:30419",2020veghra_CH.SLTM2.
63,"bucket0$1010,:3,:24273",2020veghra_CH.PANIX.
64,"bucket1$651,:3,:31259",2020veefnq_CH.SVAM.
65,"bucket1$706,:3,:30001",2020vdbnum_CH.STRW.
66,"bucket1$707,:3,:31264",2020vdbnum_CH.SVAM.
67,"bucket1$708,:3,:30001",2020vdbnum_CH.SWYZ.
68,"bucket31$142,:3,:15010",2020vdbnum_CH.MUO.
69,"bucket1$709,:3,:31224",2020vdbnum_CH.SEFS.
70,"bucket1$710,:3,:30001",2020vdbnum_CH.SBUB.
71,"bucket1$711,:3,:31103",2020vdbnum_CH.SCHK.
72,"bucket1$712,:3,:31020",2020vdbnum_CH.SCUG.
73,"bucket2$48,:3,:24711",2020vdbnum_CH.WGT.
74,"bucket2$49,:3,:24662",2020vdbnum_CH.PLONS.
75,"bucket1$714,:3,:30001",2020vdbnum_CH.SIZS.
76,"bucket2$50,:3,:24313",2020vdbnum_CH.LLS.
77,"bucket1$715,:3,:30001",2020vdbnum_CH.SLTM2.
78,"bucket2$51,:3,:24258",2020vdbnum_CH.PANIX.
79,"bucket1$750,:3,:30402",2020vcvcdn_CH.SLTM2.
80,"bucket2$200,:3,:24267",2020vcopzb_CH.PANIX.
81,"bucket2$232,:3,:24678",2020vcoagv_CH.PLONS.
82,"bucket2$234,:3,:24263",2020vcoagv_CH.PANIX.
83,"bucket2$247,:3,:25783",2020vcnoon_CH.VDR.
84,"bucket2$252,:3,:25767",2020vcnoon_CH.SGT05.
85,"bucket2$254,:3,:25478",2020vcnoon_CH.FUSIO.
86,"bucket2$255,:3,:25468",2020vcnoon_CH.DAVOX.
87,"bucket2$260,:3,:25126",2020vcnoon_CH.NALPS.
88,"bucket1$880,:3,:31322",2020vcnoon_CH.STRW.
89,"bucket1$883,:3,:31271",2020vcnoon_CH.SVAM.
90,"bucket31$174,:3,:15050",2020vcnoon_CH.MUO.
91,"bucket1$886,:3,:31329",2020vcnoon_CH.SEFS.
92,"bucket1$889,:3,:31185",2020vcnoon_CH.SBUB.
93,"bucket1$890,:3,:31111",2020vcnoon_CH.SCHK.
94,"bucket1$891,:3,:31004",2020vcnoon_CH.SCUG.
95,"bucket1$892,:3,:31010",2020vcnoon_CH.SWAS.
96,"bucket1$893,:3,:30951",2020vcnoon_CH.SMELS.
97,"bucket2$262,:3,:24668",2020vcnoon_CH.PLONS.
98,"bucket2$263,:3,:24350",2020vcnoon_CH.LLS.
99,"bucket1$896,:3,:30395",2020vcnoon_CH.SLTM2.
100,"bucket2$268,:3,:24001",2020vcnpmw_CH.PLONS.
101,"bucket2$269,:3,:24001",2020vcnpmw_CH.LLS.
102,"bucket2$270,:3,:24001",2020vcnpmw_CH.PANIX.
103,"bucket1$902,:3,:31034",2020vcnpkz_CH.SCHK.
104,"bucket1$903,:3,:30001",2020vcnpkz_CH.SCUG.
105,"bucket1$904,:3,:30970",2020vcnpkz_CH.SMELS.
106,"bucket2$274,:3,:24264",2020vcnpkz_CH.PANIX.
107,"bucket2$278,:3,:24001",2020vcnlxj_CH.FUSIO.
108,"bucket1$910,:3,:30001",2020vcnlxj_CH.SBUB.
109,"bucket1$911,:3,:31067",2020vcnlxj_CH.SCHK.
110,"bucket2$284,:3,:24634",2020vcnlxj_CH.PLONS.
111,"bucket1$915,:3,:30574",2020vcnlxj_CH.SIZS.
112,"bucket2$285,:3,:24366",2020vcnlxj_CH.LLS.
113,"bucket2$286,:3,:24271",2020vcnlxj_CH.PANIX.
114,"bucket1$917,:3,:31265",2020vcnlxs_CH.SVAM.
115,"bucket1$921,:3,:30001",2020vcnlxs_CH.SBUB.
116,"bucket2$288,:3,:24698",2020vcnlxs_CH.PLONS.
117,"bucket1$925,:3,:30001",2020vcnlxs_CH.SIZS.
118,"bucket2$289,:3,:24306",2020vcnlxs_CH.LLS.
119,"bucket1$926,:3,:30364",2020vcnlxs_CH.SLTM2.
120,"bucket2$290,:3,:24255",2020vcnlxs_CH.PANIX.
121,"bucket1$928,:3,:31063",2020vcnjhp_CH.SVIT.
122,"bucket4$52,:3,:30992",2020ujbbzs_CH.SMAO.
123,"bucket2$527,:3,:26382",2020uiruzt_CH.COLLE.
124,"bucket4$136,:3,:31435",2020tjptbv_CH.SEMOS.
125,"bucket2$692,:3,:24666",2020sztzmi_CH.PANIX.
126,"bucket2$694,:3,:24429",2020sztzmi_CH.WGT.
127,"bucket2$709,:3,:24001",2020sveasm_CH.FIESA.
128,"bucket4$170,:3,:30654",2020rwnupw_CH.SEMOS.
129,"bucket2$944,:3,:24001",2020quyeun_CH.SGT04.
130,"bucket2$945,:3,:24001",2020quyeun_CH.SLE.
131,"bucket2$951,:3,:24001",2020quyeun_CH.HAUIG.
132,"bucket4$205,:3,:30001",2020quyeun_C4.CERNS.
133,"bucket2$971,:3,:25649",2020quyeun_8D.LULY2.
134,"bucket4$259,:3,:30001",2020pwuynz_CH.SFRS.
135,"bucket3$240,:3,:25999",2020pgstin_CH.EMING.
136,"bucket35$2,:3,:16657",2020nfbgbo_CH.HASLI.
137,"bucket3$542,:3,:24803",2020mzilmx_CH.WGT.
138,"bucket3$543,:3,:24651",2020mzilmx_CH.PLONS.
139,"bucket3$544,:3,:24361",2020mzilmx_CH.LLS.
140,"bucket3$545,:3,:24269",2020mzilmx_CH.PANIX.
141,"bucket3$644,:3,:24001",2020mhxdlt_CH.SGT04.
142,"bucket3$893,:3,:25367",2020knosxh_CH.BNALP.
143,"bucket4$683,:3,:31245",2020knosxh_CH.SVAM.
144,"bucket3$897,:3,:24651",2020knosxh_CH.PLONS.
145,"bucket3$898,:3,:24354",2020knosxh_CH.LLS.
146,"bucket3$899,:3,:24264",2020knosxh_CH.PANIX.
147,"bucket3$1008,:3,:24615",2020kjkava_CH.PLONS.
148,"bucket3$1010,:3,:24272",2020kjkava_CH.PANIX.
149,"bucket5$228,:3,:27009",2020ibcoqf_CH.PANIX.
150,"bucket4$905,:3,:31383",2020flmsvb_CH.SCOU.
151,"bucket4$958,:3,:30001",2020eycnjf_CH.SHER.
152,"bucket5$700,:3,:26106",2020bxkqyj_CH.SLE.
153,"bucket5$739,:3,:25099",2020bxkqyj_CH.EMING.
154,"bucket7$81,:3,:30722",2020btnrcj_CH.SAYF2.
155,"bucket6$177,:3,:24254",2019xyspvb_CH.SENIN.
156,"bucket6$243,:3,:24475",2019xnlhez_CH.WOLEN.SF
157,"bucket6$270,:3,:24001",2019xnlhez_CH.SGT04.
158,"bucket6$315,:3,:26986",2019wwjrdu_CH.SULZ.
159,"bucket6$317,:3,:27555",2019wwjrdu_CH.SENIN.
160,"bucket7$407,:3,:30262",2019whiutk_CH.STSW2.
161,"bucket7$418,:3,:30261",2019whhtvv_CH.STSW2.
162,"bucket7$436,:3,:30659",2019wgygap_CH.SLENK.
163,"bucket7$533,:3,:30267",2019vzdbsb_CH.SAYF2.
164,"bucket7$558,:3,:30543",2019vymeqj_CH.SHER.
165,"bucket7$561,:3,:30368",2019vymeqj_CH.SIOV.
166,"bucket7$562,:3,:30299",2019vymeqj_CH.STSW2.
167,"bucket6$547,:3,:24244",2019vymeqj_CH.SENIN.
168,"bucket31$606,:3,:14921",2019vymbwi_CH.LAUCH.
169,"bucket6$586,:3,:24666",2019vymbwi_CH.DIX.
170,"bucket6$589,:3,:24547",2019vymbwi_CH.GRYON.
171,"bucket7$587,:3,:30555",2019vymbwi_CH.SHER.
172,"bucket7$592,:3,:30337",2019vymbwi_CH.SIOV.
173,"bucket7$593,:3,:30302",2019vymbwi_CH.STSW2.
174,"bucket6$590,:3,:24221",2019vymbwi_CH.SENIN.
175,"bucket7$594,:3,:30001",2019vymbwi_CH.SAYF2.
176,"bucket6$592,:3,:24948",2019vxyxtz_CH.BERNI.
177,"bucket6$593,:3,:24586",2019vxyxtz_CH.DAVOX.
178,"bucket6$594,:3,:24525",2019vxyxtz_CH.FUORN.
179,"bucket7$604,:3,:30294",2019vwauws_CH.STSW2.
180,"bucket6$626,:3,:24669",2019vvveug_CH.DIX.
181,"bucket6$629,:3,:24553",2019vvveug_CH.GRYON.
182,"bucket7$621,:3,:30361",2019vvveug_CH.SIOV.
183,"bucket7$622,:3,:30295",2019vvveug_CH.STSW2.
184,"bucket7$623,:3,:30001",2019vvveug_CH.SAYF2.
185,"bucket6$630,:3,:24253",2019vvveug_CH.SENIN.
186,"bucket6$643,:3,:24920",2019vvqbzs_CH.SALAN.
187,"bucket6$644,:3,:24996",2019vvqbzs_CH.JAUN.
188,"bucket6$645,:3,:24863",2019vvqbzs_CH.ILLEZ.
189,"bucket6$646,:3,:24001",2019vvqbzs_CH.AIGLE.
190,"bucket6$649,:3,:24628",2019vvqbzs_CH.FULLY.
191,"bucket7$638,:3,:30001",2019vvqbzs_CH.SHER.
192,"bucket7$642,:3,:30367",2019vvqbzs_CH.SIOV.
193,"bucket7$643,:3,:30298",2019vvqbzs_CH.STSW2.
194,"bucket7$644,:3,:30001",2019vvqbzs_CH.SAYF2.
195,"bucket6$652,:3,:24239",2019vvqbzs_CH.SENIN.
196,"bucket6$654,:3,:24897",2019vvpxng_CH.SALAN.
197,"bucket31$625,:3,:14902",2019vvpxng_CH.LAUCH.
198,"bucket6$661,:3,:24608",2019vvpxng_CH.LKBD2.
199,"bucket7$698,:3,:30001",2019vvaqwo_CH.SCRM.
200,"bucket7$702,:3,:30300",2019vvaqwo_CH.SAYF2.
201,"bucket6$724,:3,:24571",2019vuydzz_CH.GRYON.
202,"bucket6$725,:3,:24263",2019vuydzz_CH.SENIN.
203,"bucket7$722,:3,:30296",2019vuydzz_CH.STSW2.
204,"bucket7$723,:3,:30287",2019vuydzz_CH.SAYF2.
205,"bucket6$738,:3,:25195",2019vuxupl_CH.SIMPL.
206,"bucket6$739,:3,:24908",2019vuxupl_CH.SALAN.
207,"bucket6$740,:3,:25003",2019vuxupl_CH.JAUN.
208,"bucket6$741,:3,:24907",2019vuxupl_CH.ILLEZ.
209,"bucket31$647,:3,:14901",2019vuxupl_CH.LAUCH.
210,"bucket6$742,:3,:24834",2019vuxupl_CH.AIGLE.
211,"bucket7$727,:3,:30886",2019vuxupl_CH.SZIM.
212,"bucket6$744,:3,:24646",2019vuxupl_CH.DIX.
213,"bucket7$728,:3,:30902",2019vuxupl_CH.SZWD2.
214,"bucket6$745,:3,:24622",2019vuxupl_CH.FULLY.
215,"bucket7$729,:3,:30906",2019vuxupl_CH.SCOD.
216,"bucket6$746,:3,:24618",2019vuxupl_CH.LKBD2.
217,"bucket6$747,:3,:24603",2019vuxupl_CH.GRYON.
218,"bucket7$730,:3,:30535",2019vuxupl_CH.SHER.
219,"bucket7$731,:3,:30560",2019vuxupl_CH.SARC.
220,"bucket7$733,:3,:30416",2019vuxupl_CH.SCRM.
221,"bucket7$734,:3,:30467",2019vuxupl_CH.SIOO.
222,"bucket7$735,:3,:30356",2019vuxupl_CH.SIOV.
223,"bucket6$748,:3,:24244",2019vuxupl_CH.SENIN.
224,"bucket7$736,:3,:30293",2019vuxupl_CH.STSW2.
225,"bucket7$737,:3,:30278",2019vuxupl_CH.SAYF2.
226,"bucket7$741,:3,:30001",2019vuxqjb_CH.SEMOS.
227,"bucket6$765,:3,:24905",2019vuxqjb_CH.SALAN.
228,"bucket6$766,:3,:25002",2019vuxqjb_CH.JAUN.
229,"bucket31$652,:3,:14891",2019vuxqjb_CH.LAUCH.
230,"bucket6$770,:3,:24648",2019vuxqjb_CH.DIX.
231,"bucket6$771,:3,:24642",2019vuxqjb_CH.FULLY.
232,"bucket6$772,:3,:24599",2019vuxqjb_CH.LKBD2.
233,"bucket6$773,:3,:24575",2019vuxqjb_CH.GRYON.
234,"bucket7$751,:3,:30551",2019vuxqjb_CH.SHER.
235,"bucket7$756,:3,:30347",2019vuxqjb_CH.SIOV.
236,"bucket6$774,:3,:24249",2019vuxqjb_CH.SENIN.
237,"bucket7$757,:3,:30294",2019vuxqjb_CH.STSW2.
238,"bucket7$758,:3,:30274",2019vuxqjb_CH.SAYF2.
239,"bucket7$772,:3,:30346",2019vuxnvo_CH.SIOV.
240,"bucket7$773,:3,:30278",2019vuxnvo_CH.STSW2.
241,"bucket6$786,:3,:24242",2019vuxnvo_CH.SENIN.
242,"bucket7$787,:3,:30550",2019vuxjpk_CH.SHER.
243,"bucket7$791,:3,:30485",2019vuxjpk_CH.SIOO.
244,"bucket6$797,:3,:24239",2019vuxjpk_CH.SENIN.
245,"bucket7$793,:3,:30276",2019vuxjpk_CH.STSW2.
246,"bucket7$802,:3,:30305",2019vuxiqp_CH.STSW2.
247,"bucket7$844,:3,:30350",2019vuxdnw_CH.SIOV.
248,"bucket7$846,:3,:30278",2019vuxdnw_CH.SAYF2.
249,"bucket7$869,:3,:30301",2019vuwdyw_CH.STSW2.
250,"bucket7$877,:3,:30287",2019vuvxom_CH.STSW2.
251,"bucket6$910,:3,:24230",2019vuvxom_CH.SENIN.
252,"bucket31$684,:3,:14905",2019vuvubl_CH.LAUCH.
253,"bucket6$912,:3,:24641",2019vuvubl_CH.DIX.
254,"bucket6$913,:3,:24618",2019vuvubl_CH.FULLY.
255,"bucket6$914,:3,:24620",2019vuvubl_CH.LKBD2.
256,"bucket31$685,:3,:14737",2019vuvubl_CH.VANNI.
257,"bucket6$915,:3,:24580",2019vuvubl_CH.GRYON.
258,"bucket7$879,:3,:30534",2019vuvubl_CH.SHER.
259,"bucket7$880,:3,:30001",2019vuvubl_CH.SIOO.
260,"bucket7$881,:3,:30339",2019vuvubl_CH.SIOV.
261,"bucket7$882,:3,:30292",2019vuvubl_CH.STSW2.
262,"bucket7$883,:3,:30291",2019vuvubl_CH.SAYF2.
263,"bucket6$916,:3,:24230",2019vuvubl_CH.SENIN.
264,"bucket7$904,:3,:30291",2019vuvuqh_CH.STSW2.
265,"bucket7$924,:3,:30295",2019vucbur_CH.STSW2.
266,"bucket7$938,:3,:30299",2019vubjzt_CH.STSW2.
267,"bucket6$969,:3,:24225",2019vubjzt_CH.SENIN.
268,"bucket7$943,:3,:30359",2019vuavuh_CH.SIOV.
269,"bucket6$974,:3,:24001",2019vuavuh_CH.SENIN.
270,"bucket7$944,:3,:30288",2019vuavuh_CH.STSW2.
271,"bucket7$945,:3,:30001",2019vuavuh_CH.SAYF2.
272,"bucket7$963,:3,:30261",2019vtzeho_CH.STSW2.
273,"bucket6$1009,:3,:24612",2019vtyoiz_CH.LKBD2.
274,"bucket6$1010,:3,:24558",2019vtyoiz_CH.GRYON.
275,"bucket6$1011,:3,:24243",2019vtyoiz_CH.SENIN.
276,"bucket7$972,:3,:30289",2019vtyoiz_CH.STSW2.
277,"bucket7$973,:3,:30288",2019vtyoiz_CH.SAYF2.
278,"bucket6$1020,:3,:24001",2019vtymwu_CH.LKBD2.
279,"bucket6$1021,:3,:24535",2019vtymwu_CH.GRYON.
280,"bucket7$981,:3,:30287",2019vtymwu_CH.STSW2.
281,"bucket7$982,:3,:30294",2019vtymwu_CH.SAYF2.
282,"bucket6$1022,:3,:24239",2019vtymwu_CH.SENIN.
283,"bucket7$999,:3,:30272",2019vtyeym_CH.SAYF2.
284,"bucket32$42,:3,:26339",2019vtvpak_CH.FUSIO.
285,"bucket7$1020,:3,:30283",2019vtvpak_CH.STSW2.
286,"bucket7$1021,:3,:30001",2019vtvpak_CH.SAYF2.
287,"bucket30$5,:3,:30001",2019vtvljz_CH.SIOV.
288,"bucket30$6,:3,:30294",2019vtvljz_CH.STSW2.
289,"bucket32$72,:3,:24221",2019vtvljz_CH.SENIN.
290,"bucket30$7,:3,:30260",2019vtvljz_CH.SAYF2.
291,"bucket30$61,:3,:30932",2019vtqfts_CH.SGAK.
292,"bucket30$72,:3,:30292",2019vtqfts_CH.STSW2.
293,"bucket30$74,:3,:33546",2019vtllwo_CH.SNES2.
294,"bucket30$136,:3,:30870",2019vkbirc_CH.SENGL.
295,"bucket30$162,:3,:31461",2019vjjubz_CH.SHER.
296,"bucket32$290,:3,:24996",2019vjjubz_CH.GRYON.
297,"bucket32$292,:3,:24937",2019vjjubz_CH.ILLEZ.
298,"bucket32$295,:3,:24739",2019vjjubz_CH.SALAN.
299,"bucket30$164,:3,:30681",2019vjjubz_CH.SEMOS.
300,"bucket32$519,:3,:24710",2019telqeh_CH.SALAN.
301,"bucket30$248,:3,:31350",2019tcxccc_CH.SHER.
302,"bucket31$790,:3,:16165",2019tcpsah_CH.WILA.
303,"bucket32$574,:3,:24582",2019sxyslh_CH.GRYON.
304,"bucket32$576,:3,:24401",2019sxyslh_CH.SENIN.
305,"bucket30$283,:3,:30398",2019sxyslh_CH.SCRM.
306,"bucket30$284,:3,:30373",2019sxyslh_CH.SHER.
307,"bucket30$285,:3,:30228",2019sxyslh_CH.SIOV.
308,"bucket30$286,:3,:30319",2019sxyslh_CH.SIOO.
309,"bucket30$287,:3,:30261",2019sxyslh_CH.SAYF2.
310,"bucket31$809,:3,:16033",2019spkmiz_CH.MUO.
311,"bucket32$607,:3,:24001",2019spkmiz_CH.LIENZ.
312,"bucket30$333,:3,:30735",2019rwrulg_CH.SAYF2.
313,"bucket30$334,:3,:30690",2019rwrulg_CH.SBUB.
314,"bucket32$699,:3,:24001",2019rwrulg_CH.LIENZ.
315,"bucket30$362,:3,:33686",2019rmmvxa_CH.SLUB.
316,"bucket9$11,:3,:30574",2019ridwhu_CH.STSW2.
317,"bucket8$18,:3,:24414",2019ridwhu_CH.DIX.
318,"bucket9$12,:3,:30443",2019ridwhu_CH.SIOV.
319,"bucket9$18,:3,:30292",2019ridwhu_CH.SZIM.
320,"bucket38$5,:3,:14496",2019ridwhu_CH.VANNI.
321,"bucket8$68,:3,:26393",2019qzqwtc_CH.LLS.
322,"bucket9$49,:3,:33687",2019qzqwtc_CH.SLUB.
323,"bucket8$203,:3,:25127",2019pxhbxg_CH.SIMPL.
324,"bucket8$204,:3,:25147",2019pxhbxg_CH.JAUN.
325,"bucket8$205,:3,:24872",2019pxhbxg_CH.ILLEZ.
326,"bucket8$206,:3,:24849",2019pxhbxg_CH.SALAN.
327,"bucket8$207,:3,:24904",2019pxhbxg_CH.AIGLE.
328,"bucket38$48,:3,:14873",2019pxhbxg_CH.EMBD.
329,"bucket9$117,:3,:31048",2019pxhbxg_CH.SZWD2.
330,"bucket8$209,:3,:24574",2019pxhbxg_CH.FULLY.
331,"bucket38$49,:3,:14744",2019pxhbxg_CH.GRYON.
332,"bucket8$211,:3,:24499",2019pxhbxg_CH.DIX.
333,"bucket8$212,:3,:24396",2019pxhbxg_CH.SENIN.
334,"bucket9$122,:3,:30422",2019pxhbxg_CH.SARC.
335,"bucket9$123,:3,:30432",2019pxhbxg_CH.SIEB.
336,"bucket9$124,:3,:30389",2019pxhbxg_CH.STSW2.
337,"bucket9$125,:3,:30403",2019pxhbxg_CH.SCRM.
338,"bucket9$126,:3,:30366",2019pxhbxg_CH.SHER.
339,"bucket9$127,:3,:30240",2019pxhbxg_CH.SAYF2.
340,"bucket9$128,:3,:30226",2019pxhbxg_CH.SIOV.
341,"bucket9$129,:3,:30314",2019pxhbxg_CH.SIOO.
342,"bucket9$174,:3,:33676",2019oxtgem_CH.SLUB.
343,"bucket9$175,:3,:30001",2019oxtgem_CH.SBEG.
344,"bucket9$191,:3,:30001",2019ovrnnc_CH.SLUB.
345,"bucket9$202,:3,:33679",2019ovnxpr_CH.SLUB.
346,"bucket8$408,:3,:24001",2019ovnxpr_CH.SALAN.
347,"bucket9$213,:3,:33302",2019ovnxpr_CH.SBEG.
348,"bucket9$246,:3,:33360",2019ovlclr_CH.SBEG.
349,"bucket9$255,:3,:33704",2019ovlclr_CH.SLUB.
350,"bucket9$284,:3,:32978",2019ovkspe_CH.SLUB.
351,"bucket8$616,:3,:24001",2019ngwnip_CH.ROTHE.
352,"bucket8$618,:3,:25458",2019ngwnip_CH.FIESA.
353,"bucket8$619,:3,:25382",2019ngwnip_CH.EMMET.
354,"bucket38$148,:3,:14401",2019ngwnip_CH.BALST.
355,"bucket8$620,:3,:25112",2019ngwnip_CH.HAMIK.BT
356,"bucket8$621,:3,:25074",2019ngwnip_CH.BNALP.
357,"bucket38$149,:3,:15003",2019ngwnip_CH.WIMIS.
358,"bucket8$622,:3,:24933",2019ngwnip_CH.DAGMA.
359,"bucket9$327,:3,:30922",2019ngwnip_CH.SARK.
360,"bucket42$0,:3,:16578",2019mfijwm_CH.HASLI.
361,"bucket38$172,:3,:16194",2019mfijwm_CH.WEIN.
362,"bucket9$418,:3,:30001",2019lsplxz_CH.STSP.
363,"bucket8$796,:3,:24001",2019lsplxz_CH.FUORN.
364,"bucket9$419,:3,:30001",2019lsplxz_CH.SARD.
365,"bucket9$420,:3,:30293",2019lsplxz_CH.SCUC.
366,"bucket8$798,:3,:24001",2019lsplxx_CH.FUORN.
367,"bucket9$424,:3,:30001",2019lsplxx_CH.SARD.
368,"bucket9$425,:3,:30296",2019lsplxx_CH.SCUC.
369,"bucket8$896,:3,:26396",2019laoxvx_CH.BERGE.
370,"bucket8$1013,:3,:25502",2019kligsk_CH.JAUN.
371,"bucket8$1014,:3,:25102",2019kligsk_CH.SENIN.
372,"bucket8$1016,:3,:25045",2019kligsk_CH.FULLY.
373,"bucket9$575,:3,:30001",2019kligsk_CH.SEMOS.
374,"bucket8$1017,:3,:24856",2019kligsk_CH.SALAN.
375,"bucket8$1019,:3,:24692",2019kligsk_CH.ILLEZ.
376,"bucket37$29,:3,:25466",2019kknuto_CH.JAUN.
377,"bucket37$31,:3,:25079",2019kknuto_CH.SENIN.
378,"bucket37$33,:3,:24954",2019kknuto_CH.FULLY.
379,"bucket38$266,:3,:14401",2019kknuto_CH.GRYON.
380,"bucket37$34,:3,:24833",2019kknuto_CH.SALAN.
381,"bucket37$36,:3,:24585",2019kknuto_CH.ILLEZ.
382,"bucket37$82,:3,:24001",2019kgixov_CH.ACB.
383,"bucket37$103,:3,:25597",2019juzmme_CH.BERGE.
384,"bucket37$109,:3,:25231",2019juzmme_CH.SGT05.
385,"bucket38$288,:3,:14952",2019juzmme_CH.WILA.
386,"bucket38$289,:3,:14830",2019juzmme_CH.TRULL.
387,"bucket38$290,:3,:14765",2019juzmme_CH.WEIN.
388,"bucket37$115,:3,:24425",2019juzmme_CH.WALHA.
389,"bucket38$291,:3,:14638",2019juzmme_CH.STEIN.
390,"bucket37$147,:3,:25278",2019iewtqx_CH.ACB.
391,"bucket37$149,:3,:24977",2019iewtqx_CH.METMA.
392,"bucket9$674,:3,:31655",2019ieusru_CH.SBEG.
393,"bucket37$318,:3,:25036",2019gplemi_CH.SLE.
394,"bucket37$330,:3,:26048",2019gesfgp_CH.BNALP.
395,"bucket38$356,:3,:14401",2019gesfgp_CH.SIMPL.
396,"bucket37$335,:3,:25121",2019gesfgp_CH.VDL.
397,"bucket37$336,:3,:25207",2019gesfgp_CH.NALPS.
398,"bucket37$337,:3,:24934",2019gesfgp_CH.FUSIO.
399,"bucket38$357,:3,:14876",2019gesfgp_CH.MUGIO.
400,"bucket9$728,:3,:30001",2019gesfgp_CH.SLOP.
401,"bucket37$611,:3,:24001",2019cxcvkv_CH.FULLY.
402,"bucket37$637,:3,:24001",2019crarph_CH.BERGE.
403,"bucket37$638,:3,:24001",2019crarph_CH.SLE.
404,"bucket37$639,:3,:24001",2019crarph_CH.ROTHE.
405,"bucket9$971,:3,:30001",2019cnaboy_CH.STSW2.
406,"bucket37$704,:3,:24287",2019catdws_CH.SLE.
407,"bucket37$733,:3,:24635",2019btdtox_CH.FULLY.
